instant,dteday,season,yr,mnth,holiday,weekday,workday,weathersit,tempC,tempF,atemp,hum,windspd,casual,reg,cnt,runsum
452,2012-03-27,Spring,1,3,0,2,1,1,0.323333,59.3539718,0.315654,0.29,0.187192,531,4571,5102,341231
453,2012-03-28,Spring,1,3,0,3,1,1,0.484167,72.9605282,0.47095,0.48125,0.291671,674,5024,5698,346929
454,2012-03-29,Spring,1,3,0,4,1,1,0.494167,73.8065282,0.482304,0.439167,0.31965,834,5299,6133,353062
455,2012-03-30,Spring,1,3,0,5,1,2,0.37,63.302,0.375621,0.580833,0.138067,796,4663,5459,358521
456,2012-03-31,Spring,1,3,0,6,0,2,0.424167,67.8845282,0.421708,0.738333,0.250617,2301,3934,6235,364756
457,2012-04-01,Spring,1,4,0,0,0,2,0.425833,68.0254718,0.417287,0.67625,0.172267,2347,3694,6041,370797
458,2012-04-02,Spring,1,4,0,1,1,1,0.433913,68.7090398,0.427513,0.504348,0.312139,1208,4728,5936,376733
459,2012-04-03,Spring,1,4,0,2,1,1,0.466667,71.4800282,0.461483,0.396667,0.100133,1348,5424,6772,383505
460,2012-04-04,Spring,1,4,0,3,1,1,0.541667,77.8250282,0.53345,0.469583,0.180975,1058,5378,6436,389941
461,2012-04-05,Spring,1,4,0,4,1,1,0.435,68.801,0.431163,0.374167,0.219529,1192,5265,6457,396398
462,2012-04-06,Spring,1,4,0,5,1,1,0.403333,66.1219718,0.390767,0.377083,0.300388,1807,4653,6460,402858
463,2012-04-07,Spring,1,4,0,6,0,1,0.4375,69.0125,0.426129,0.254167,0.274871,3252,3605,6857,409715
464,2012-04-08,Spring,1,4,0,0,0,1,0.5,74.3,0.492425,0.275833,0.232596,2230,2939,5169,414884
465,2012-04-09,Spring,1,4,0,1,1,1,0.489167,73.3835282,0.476638,0.3175,0.358196,905,4680,5585,420469
466,2012-04-10,Spring,1,4,0,2,1,1,0.446667,69.7880282,0.436233,0.435,0.249375,819,5099,5918,426387
467,2012-04-11,Spring,1,4,0,3,1,1,0.348696,61.4996816,0.337274,0.469565,0.295274,482,4380,4862,431249
468,2012-04-12,Spring,1,4,0,4,1,1,0.3975,65.6285,0.387604,0.46625,0.290429,663,4746,5409,436658
469,2012-04-13,Spring,1,4,0,5,1,1,0.4425,69.4355,0.431808,0.408333,0.155471,1252,5146,6398,443056
470,2012-04-14,Spring,1,4,0,6,0,1,0.495,73.877,0.487996,0.502917,0.190917,2795,4665,7460,450516
471,2012-04-15,Spring,1,4,0,0,0,1,0.606667,83.3240282,0.573875,0.507917,0.225129,2846,4286,7132,457648
472,2012-04-16,Spring,1,4,1,1,0,1,0.664167,88.1885282,0.614925,0.561667,0.284829,1198,5172,6370,464018
473,2012-04-17,Spring,1,4,0,2,1,1,0.608333,83.4649718,0.598487,0.390417,0.273629,989,5702,6691,470709
474,2012-04-18,Spring,1,4,0,3,1,2,0.463333,71.1979718,0.457038,0.569167,0.167912,347,4020,4367,475076
475,2012-04-19,Spring,1,4,0,4,1,1,0.498333,74.1589718,0.493046,0.6125,0.0659292,846,5719,6565,481641
476,2012-04-20,Spring,1,4,0,5,1,1,0.526667,76.5560282,0.515775,0.694583,0.149871,1340,5950,7290,488931
477,2012-04-21,Spring,1,4,0,6,0,1,0.57,80.222,0.542921,0.682917,0.283587,2541,4083,6624,495555
478,2012-04-22,Spring,1,4,0,0,0,3,0.396667,65.5580282,0.389504,0.835417,0.344546,120,907,1027,496582
479,2012-04-23,Spring,1,4,0,1,1,2,0.321667,59.2130282,0.301125,0.766667,0.303496,195,3019,3214,499796
480,2012-04-24,Spring,1,4,0,2,1,1,0.413333,66.9679718,0.405283,0.454167,0.249383,518,5115,5633,505429
481,2012-04-25,Spring,1,4,0,3,1,1,0.476667,72.3260282,0.470317,0.427917,0.118792,655,5541,6196,511625
482,2012-04-26,Spring,1,4,0,4,1,2,0.498333,74.1589718,0.483583,0.756667,0.176625,475,4551,5026,516651
483,2012-04-27,Spring,1,4,0,5,1,1,0.4575,70.7045,0.452637,0.400833,0.347633,1014,5219,6233,522884
484,2012-04-28,Spring,1,4,0,6,0,2,0.376667,63.8660282,0.377504,0.489583,0.129975,1120,3100,4220,527104
485,2012-04-29,Spring,1,4,0,0,0,1,0.458333,70.7749718,0.450121,0.587083,0.116908,2229,4075,6304,533408
486,2012-04-30,Spring,1,4,0,1,1,2,0.464167,71.2685282,0.457696,0.57,0.171638,665,4907,5572,538980
487,2012-05-01,Spring,1,5,0,2,1,2,0.613333,83.8879718,0.577021,0.659583,0.156096,653,5087,5740,544720
488,2012-05-02,Spring,1,5,0,3,1,1,0.564167,79.7285282,0.537896,0.797083,0.138058,667,5502,6169,550889
489,2012-05-03,Spring,1,5,0,4,1,2,0.56,79.376,0.537242,0.768333,0.133696,764,5657,6421,557310
490,2012-05-04,Spring,1,5,0,5,1,1,0.6275,85.0865,0.590917,0.735417,0.162938,1069,5227,6296,563606
491,2012-05-05,Spring,1,5,0,6,0,2,0.621667,84.5930282,0.584608,0.756667,0.152992,2496,4387,6883,570489
492,2012-05-06,Spring,1,5,0,0,0,2,0.5625,79.5875,0.546737,0.74,0.149879,2135,4224,6359,576848
493,2012-05-07,Spring,1,5,0,1,1,2,0.5375,77.4725,0.527142,0.664167,0.230721,1008,5265,6273,583121
494,2012-05-08,Spring,1,5,0,2,1,2,0.581667,81.2090282,0.557471,0.685833,0.296029,738,4990,5728,588849
495,2012-05-09,Spring,1,5,0,3,1,2,0.575,80.645,0.553025,0.744167,0.216412,620,4097,4717,593566
496,2012-05-10,Spring,1,5,0,4,1,1,0.505833,74.7934718,0.491783,0.552083,0.314063,1026,5546,6572,600138
497,2012-05-11,Spring,1,5,0,5,1,1,0.533333,77.1199718,0.520833,0.360417,0.236937,1319,5711,7030,607168
498,2012-05-12,Spring,1,5,0,6,0,1,0.564167,79.7285282,0.544817,0.480417,0.123133,2622,4807,7429,614597
499,2012-05-13,Spring,1,5,0,0,0,1,0.6125,83.8175,0.585238,0.57625,0.225117,2172,3946,6118,620715
500,2012-05-14,Spring,1,5,0,1,1,2,0.573333,80.5039718,0.5499,0.789583,0.212692,342,2501,2843,623558
501,2012-05-15,Spring,1,5,0,2,1,2,0.611667,83.7470282,0.576404,0.794583,0.147392,625,4490,5115,628673
502,2012-05-16,Spring,1,5,0,3,1,1,0.636667,85.8620282,0.595975,0.697917,0.122512,991,6433,7424,636097
503,2012-05-17,Spring,1,5,0,4,1,1,0.593333,82.1959718,0.572613,0.52,0.229475,1242,6142,7384,643481
504,2012-05-18,Spring,1,5,0,5,1,1,0.564167,79.7285282,0.551121,0.523333,0.136817,1521,6118,7639,651120
505,2012-05-19,Spring,1,5,0,6,0,1,0.6,82.76,0.566908,0.45625,0.083975,3410,4884,8294,659414
506,2012-05-20,Spring,1,5,0,0,0,1,0.620833,84.5224718,0.583967,0.530417,0.254367,2704,4425,7129,666543
507,2012-05-21,Spring,1,5,0,1,1,2,0.598333,82.6189718,0.565667,0.81125,0.233204,630,3729,4359,670902
508,2012-05-22,Spring,1,5,0,2,1,2,0.615,84.029,0.580825,0.765833,0.118167,819,5254,6073,676975
509,2012-05-23,Spring,1,5,0,3,1,2,0.621667,84.5930282,0.584612,0.774583,0.102,766,4494,5260,682235
510,2012-05-24,Spring,1,5,0,4,1,1,0.655,87.413,0.6067,0.716667,0.172896,1059,5711,6770,689005
511,2012-05-25,Spring,1,5,0,5,1,1,0.68,89.528,0.627529,0.747083,0.14055,1417,5317,6734,695739
512,2012-05-26,Spring,1,5,0,6,0,1,0.6925,90.5855,0.642696,0.7325,0.198992,2855,3681,6536,702275
513,2012-05-27,Spring,1,5,0,0,0,1,0.69,90.374,0.641425,0.697083,0.215171,3283,3308,6591,708866
514,2012-05-28,Spring,1,5,1,1,0,1,0.7125,92.2775,0.6793,0.67625,0.196521,2557,3486,6043,714909
515,2012-05-29,Spring,1,5,0,2,1,1,0.7225,93.1235,0.672992,0.684583,0.2954,880,4863,5743,720652
516,2012-05-30,Spring,1,5,0,3,1,2,0.656667,87.5540282,0.611129,0.67,0.134329,745,6110,6855,727507
517,2012-05-31,Spring,1,5,0,4,1,1,0.68,89.528,0.631329,0.492917,0.195279,1100,6238,7338,734845
518,2012-06-01,Spring,1,6,0,5,1,2,0.654167,87.3425282,0.607962,0.755417,0.237563,533,3594,4127,738972
519,2012-06-02,Spring,1,6,0,6,0,1,0.583333,81.3499718,0.566288,0.549167,0.186562,2795,5325,8120,747092
520,2012-06-03,Spring,1,6,0,0,0,1,0.6025,82.9715,0.575133,0.493333,0.184087,2494,5147,7641,754733
521,2012-06-04,Spring,1,6,0,1,1,1,0.5975,82.5485,0.578283,0.487083,0.284833,1071,5927,6998,761731
522,2012-06-05,Spring,1,6,0,2,1,2,0.540833,77.7544718,0.525892,0.613333,0.209575,968,6033,7001,768732
523,2012-06-06,Spring,1,6,0,3,1,1,0.554167,78.8825282,0.542292,0.61125,0.077125,1027,6028,7055,775787
524,2012-06-07,Spring,1,6,0,4,1,1,0.6025,82.9715,0.569442,0.567083,0.15735,1038,6456,7494,783281
525,2012-06-08,Spring,1,6,0,5,1,1,0.649167,86.9195282,0.597862,0.467917,0.175383,1488,6248,7736,791017
526,2012-06-09,Spring,1,6,0,6,0,1,0.710833,92.1364718,0.648367,0.437083,0.144287,2708,4790,7498,798515
527,2012-06-10,Spring,1,6,0,0,0,1,0.726667,93.4760282,0.663517,0.538333,0.133721,2224,4374,6598,805113
528,2012-06-11,Spring,1,6,0,1,1,2,0.720833,92.9824718,0.659721,0.587917,0.207713,1017,5647,6664,811777
529,2012-06-12,Spring,1,6,0,2,1,2,0.653333,87.2719718,0.597875,0.833333,0.214546,477,4495,4972,816749
530,2012-06-13,Spring,1,6,0,3,1,1,0.655833,87.4834718,0.611117,0.582083,0.343279,1173,6248,7421,824170
531,2012-06-14,Spring,1,6,0,4,1,1,0.648333,86.8489718,0.624383,0.569583,0.253733,1180,6183,7363,831533
532,2012-06-15,Spring,1,6,0,5,1,1,0.639167,86.0735282,0.599754,0.589583,0.176617,1563,6102,7665,839198
533,2012-06-16,Spring,1,6,0,6,0,1,0.631667,85.4390282,0.594708,0.504167,0.166667,2963,4739,7702,846900
534,2012-06-17,Spring,1,6,0,0,0,1,0.5925,82.1255,0.571975,0.59875,0.144904,2634,4344,6978,853878
535,2012-06-18,Spring,1,6,0,1,1,2,0.568333,80.0809718,0.544842,0.777917,0.174746,653,4446,5099,858977
536,2012-06-19,Spring,1,6,0,2,1,1,0.688333,90.2329718,0.654692,0.69,0.148017,968,5857,6825,865802
537,2012-06-20,Spring,1,6,0,3,1,1,0.7825,98.1995,0.720975,0.592083,0.113812,872,5339,6211,872013
538,2012-06-21,Summer,1,6,0,4,1,1,0.805833,100.1734718,0.752542,0.567917,0.118787,778,5127,5905,877918
539,2012-06-22,Summer,1,6,0,5,1,1,0.7775,97.7765,0.724121,0.57375,0.182842,964,4859,5823,883741
540,2012-06-23,Summer,1,6,0,6,0,1,0.731667,93.8990282,0.652792,0.534583,0.179721,2657,4801,7458,891199
541,2012-06-24,Summer,1,6,0,0,0,1,0.743333,94.8859718,0.674254,0.479167,0.145525,2551,4340,6891,898090
542,2012-06-25,Summer,1,6,0,1,1,1,0.715833,92.5594718,0.654042,0.504167,0.300383,1139,5640,6779,904869
543,2012-06-26,Summer,1,6,0,2,1,1,0.630833,85.3684718,0.594704,0.373333,0.347642,1077,6365,7442,912311
544,2012-06-27,Summer,1,6,0,3,1,1,0.6975,91.0085,0.640792,0.36,0.271775,1077,6258,7335,919646
545,2012-06-28,Summer,1,6,0,4,1,1,0.749167,95.3795282,0.675512,0.4225,0.17165,921,5958,6879,926525
546,2012-06-29,Summer,1,6,0,5,1,1,0.834167,102.5705282,0.786613,0.48875,0.165417,829,4634,5463,931988
547,2012-06-30,Summer,1,6,0,6,0,1,0.765,96.719,0.687508,0.60125,0.161071,1455,4232,5687,937675
548,2012-07-01,Summer,1,7,0,0,0,1,0.815833,101.0194718,0.750629,0.51875,0.168529,1421,4110,5531,943206
549,2012-07-02,Summer,1,7,0,1,1,1,0.781667,98.1290282,0.702038,0.447083,0.195267,904,5323,6227,949433
550,2012-07-03,Summer,1,7,0,2,1,1,0.780833,98.0584718,0.70265,0.492083,0.126237,1052,5608,6660,956093
551,2012-07-04,Summer,1,7,1,3,0,1,0.789167,98.7635282,0.732337,0.53875,0.13495,2562,4841,7403,963496
552,2012-07-05,Summer,1,7,0,4,1,1,0.8275,102.0065,0.761367,0.457917,0.194029,1405,4836,6241,969737
553,2012-07-06,Summer,1,7,0,5,1,1,0.828333,102.0769718,0.752533,0.450833,0.146142,1366,4841,6207,975944
554,2012-07-07,Summer,1,7,0,6,0,1,0.861667,104.8970282,0.804913,0.492083,0.163554,1448,3392,4840,980784
555,2012-07-08,Summer,1,7,0,0,0,1,0.8225,101.5835,0.790396,0.57375,0.125629,1203,3469,4672,985456
556,2012-07-09,Summer,1,7,0,1,1,2,0.710833,92.1364718,0.654054,0.683333,0.180975,998,5571,6569,992025
557,2012-07-10,Summer,1,7,0,2,1,2,0.720833,92.9824718,0.664796,0.6675,0.151737,954,5336,6290,998315
558,2012-07-11,Summer,1,7,0,3,1,1,0.716667,92.6300282,0.650271,0.633333,0.151733,975,6289,7264,1005579
559,2012-07-12,Summer,1,7,0,4,1,1,0.715833,92.5594718,0.654683,0.529583,0.146775,1032,6414,7446,1013025
560,2012-07-13,Summer,1,7,0,5,1,2,0.731667,93.8990282,0.667933,0.485833,0.08085,1511,5988,7499,1020524
561,2012-07-14,Summer,1,7,0,6,0,2,0.703333,91.5019718,0.666042,0.699167,0.143679,2355,4614,6969,1027493
562,2012-07-15,Summer,1,7,0,0,0,1,0.745833,95.0974718,0.705196,0.717917,0.166667,1920,4111,6031,1033524
563,2012-07-16,Summer,1,7,0,1,1,1,0.763333,96.5779718,0.724125,0.645,0.164187,1088,5742,6830,1040354
564,2012-07-17,Summer,1,7,0,2,1,1,0.818333,101.2309718,0.755683,0.505833,0.114429,921,5865,6786,1047140
565,2012-07-18,Summer,1,7,0,3,1,1,0.793333,99.1159718,0.745583,0.577083,0.137442,799,4914,5713,1052853
566,2012-07-19,Summer,1,7,0,4,1,1,0.77,97.142,0.714642,0.600417,0.165429,888,5703,6591,1059444
567,2012-07-20,Summer,1,7,0,5,1,2,0.665833,88.3294718,0.613025,0.844167,0.208967,747,5123,5870,1065314
568,2012-07-21,Summer,1,7,0,6,0,3,0.595833,82.4074718,0.549912,0.865417,0.2133,1264,3195,4459,1069773
569,2012-07-22,Summer,1,7,0,0,0,2,0.6675,88.4705,0.623125,0.7625,0.0939208,2544,4866,7410,1077183
570,2012-07-23,Summer,1,7,0,1,1,1,0.741667,94.7450282,0.690017,0.694167,0.138683,1135,5831,6966,1084149
571,2012-07-24,Summer,1,7,0,2,1,1,0.750833,95.5204718,0.70645,0.655,0.211454,1140,6452,7592,1091741
572,2012-07-25,Summer,1,7,0,3,1,1,0.724167,93.2645282,0.654054,0.45,0.1648,1383,6790,8173,1099914
573,2012-07-26,Summer,1,7,0,4,1,1,0.776667,97.7060282,0.739263,0.596667,0.284813,1036,5825,6861,1106775
574,2012-07-27,Summer,1,7,0,5,1,1,0.781667,98.1290282,0.734217,0.594583,0.152992,1259,5645,6904,1113679
575,2012-07-28,Summer,1,7,0,6,0,1,0.755833,95.9434718,0.697604,0.613333,0.15735,2234,4451,6685,1120364
576,2012-07-29,Summer,1,7,0,0,0,1,0.721667,93.0530282,0.667933,0.62375,0.170396,2153,4444,6597,1126961
577,2012-07-30,Summer,1,7,0,1,1,1,0.730833,93.8284718,0.684987,0.66875,0.153617,1040,6065,7105,1134066
578,2012-07-31,Summer,1,7,0,2,1,1,0.713333,92.3479718,0.662896,0.704167,0.165425,968,6248,7216,1141282
579,2012-08-01,Summer,1,8,0,3,1,1,0.7175,92.7005,0.667308,0.6775,0.141179,1074,6506,7580,1148862
580,2012-08-02,Summer,1,8,0,4,1,1,0.7525,95.6615,0.707088,0.659583,0.129354,983,6278,7261,1156123
581,2012-08-03,Summer,1,8,0,5,1,2,0.765833,96.7894718,0.722867,0.6425,0.215792,1328,5847,7175,1163298
582,2012-08-04,Summer,1,8,0,6,0,1,0.793333,99.1159718,0.751267,0.613333,0.257458,2345,4479,6824,1170122
583,2012-08-05,Summer,1,8,0,0,0,1,0.769167,97.0715282,0.731079,0.6525,0.290421,1707,3757,5464,1175586
584,2012-08-06,Summer,1,8,0,1,1,2,0.7525,95.6615,0.710246,0.654167,0.129354,1233,5780,7013,1182599
585,2012-08-07,Summer,1,8,0,2,1,2,0.735833,94.2514718,0.697621,0.70375,0.116908,1278,5995,7273,1189872
586,2012-08-08,Summer,1,8,0,3,1,2,0.75,95.45,0.707717,0.672917,0.1107,1263,6271,7534,1197406
587,2012-08-09,Summer,1,8,0,4,1,1,0.755833,95.9434718,0.699508,0.620417,0.1561,1196,6090,7286,1204692
588,2012-08-10,Summer,1,8,0,5,1,2,0.715833,92.5594718,0.667942,0.715833,0.238813,1065,4721,5786,1210478
589,2012-08-11,Summer,1,8,0,6,0,2,0.6925,90.5855,0.638267,0.732917,0.206479,2247,4052,6299,1216777
590,2012-08-12,Summer,1,8,0,0,0,1,0.700833,91.2904718,0.644579,0.530417,0.122512,2182,4362,6544,1223321
591,2012-08-13,Summer,1,8,0,1,1,1,0.720833,92.9824718,0.662254,0.545417,0.136212,1207,5676,6883,1230204
592,2012-08-14,Summer,1,8,0,2,1,1,0.726667,93.4760282,0.676779,0.686667,0.169158,1128,5656,6784,1236988
593,2012-08-15,Summer,1,8,0,3,1,1,0.706667,91.7840282,0.654037,0.619583,0.169771,1198,6149,7347,1244335
594,2012-08-16,Summer,1,8,0,4,1,1,0.719167,92.8415282,0.654688,0.519167,0.141796,1338,6267,7605,1251940
595,2012-08-17,Summer,1,8,0,5,1,1,0.723333,93.1939718,0.2424,0.570833,0.231354,1483,5665,7148,1259088
596,2012-08-18,Summer,1,8,0,6,0,1,0.678333,89.3869718,0.618071,0.603333,0.177867,2827,5038,7865,1266953
597,2012-08-19,Summer,1,8,0,0,0,2,0.635833,85.7914718,0.603554,0.711667,0.08645,1208,3341,4549,1271502
598,2012-08-20,Summer,1,8,0,1,1,2,0.635833,85.7914718,0.595967,0.734167,0.129979,1026,5504,6530,1278032
599,2012-08-21,Summer,1,8,0,2,1,1,0.649167,86.9195282,0.601025,0.67375,0.0727708,1081,5925,7006,1285038
600,2012-08-22,Summer,1,8,0,3,1,1,0.6675,88.4705,0.621854,0.677083,0.0702833,1094,6281,7375,1292413
601,2012-08-23,Summer,1,8,0,4,1,1,0.695833,90.8674718,0.637008,0.635833,0.0845958,1363,6402,7765,1300178
602,2012-08-24,Summer,1,8,0,5,1,2,0.7025,91.4315,0.6471,0.615,0.0721458,1325,6257,7582,1307760
603,2012-08-25,Summer,1,8,0,6,0,2,0.661667,87.9770282,0.618696,0.712917,0.244408,1829,4224,6053,1313813
604,2012-08-26,Summer,1,8,0,0,0,2,0.653333,87.2719718,0.595996,0.845833,0.228858,1483,3772,5255,1319068
605,2012-08-27,Summer,1,8,0,1,1,1,0.703333,91.5019718,0.654688,0.730417,0.128733,989,5928,6917,1325985
606,2012-08-28,Summer,1,8,0,2,1,1,0.728333,93.6169718,0.66605,0.62,0.190925,935,6105,7040,1333025
607,2012-08-29,Summer,1,8,0,3,1,1,0.685,89.951,0.635733,0.552083,0.112562,1177,6520,7697,1340722
608,2012-08-30,Summer,1,8,0,4,1,1,0.706667,91.7840282,0.652779,0.590417,0.0771167,1172,6541,7713,1348435
609,2012-08-31,Summer,1,8,0,5,1,1,0.764167,96.6485282,0.6894,0.5875,0.168533,1433,5917,7350,1355785
610,2012-09-01,Summer,1,9,0,6,0,2,0.753333,95.7319718,0.702654,0.638333,0.113187,2352,3788,6140,1361925
611,2012-09-02,Summer,1,9,0,0,0,2,0.696667,90.9380282,0.649,0.815,0.0640708,2613,3197,5810,1367735
612,2012-09-03,Summer,1,9,1,1,0,1,0.7075,91.8545,0.661629,0.790833,0.151121,1965,4069,6034,1373769
613,2012-09-04,Summer,1,9,0,2,1,1,0.725833,93.4054718,0.686888,0.755,0.236321,867,5997,6864,1380633
614,2012-09-05,Summer,1,9,0,3,1,1,0.736667,94.3220282,0.708983,0.74125,0.187808,832,6280,7112,1387745
615,2012-09-06,Summer,1,9,0,4,1,2,0.696667,90.9380282,0.655329,0.810417,0.142421,611,5592,6203,1393948
616,2012-09-07,Summer,1,9,0,5,1,1,0.703333,91.5019718,0.657204,0.73625,0.171646,1045,6459,7504,1401452
617,2012-09-08,Summer,1,9,0,6,0,2,0.659167,87.7655282,0.611121,0.799167,0.281104,1557,4419,5976,1407428
618,2012-09-09,Summer,1,9,0,0,0,1,0.61,83.606,0.578925,0.5475,0.224496,2570,5657,8227,1415655
619,2012-09-10,Summer,1,9,0,1,1,1,0.583333,81.3499718,0.565654,0.50375,0.258713,1118,6407,7525,1423180
620,2012-09-11,Summer,1,9,0,2,1,1,0.5775,80.8565,0.554292,0.52,0.0920542,1070,6697,7767,1430947
621,2012-09-12,Summer,1,9,0,3,1,1,0.599167,82.6895282,0.570075,0.577083,0.131846,1050,6820,7870,1438817
622,2012-09-13,Summer,1,9,0,4,1,1,0.6125,83.8175,0.579558,0.637083,0.0827208,1054,6750,7804,1446621
623,2012-09-14,Summer,1,9,0,5,1,1,0.633333,85.5799718,0.594083,0.6725,0.103863,1379,6630,8009,1454630
624,2012-09-15,Summer,1,9,0,6,0,1,0.608333,83.4649718,0.585867,0.501667,0.247521,3160,5554,8714,1463344
625,2012-09-16,Summer,1,9,0,0,0,1,0.58,81.068,0.563125,0.57,0.0901833,2166,5167,7333,1470677
626,2012-09-17,Summer,1,9,0,1,1,2,0.580833,81.1384718,0.55305,0.734583,0.151742,1022,5847,6869,1477546
627,2012-09-18,Summer,1,9,0,2,1,2,0.623333,84.7339718,0.565067,0.8725,0.357587,371,3702,4073,1481619
628,2012-09-19,Summer,1,9,0,3,1,1,0.5525,78.7415,0.540404,0.536667,0.215175,788,6803,7591,1489210
629,2012-09-20,Summer,1,9,0,4,1,1,0.546667,78.2480282,0.532192,0.618333,0.118167,939,6781,7720,1496930
630,2012-09-21,Summer,1,9,0,5,1,1,0.599167,82.6895282,0.571971,0.66875,0.154229,1250,6917,8167,1505097
631,2012-09-22,Summer,1,9,0,6,0,1,0.65,86.99,0.610488,0.646667,0.283583,2512,5883,8395,1513492
632,2012-09-23,Fall,1,9,0,0,0,1,0.529167,76.7675282,0.518933,0.467083,0.223258,2454,5453,7907,1521399
633,2012-09-24,Fall,1,9,0,1,1,1,0.514167,75.4985282,0.502513,0.492917,0.142404,1001,6435,7436,1528835
634,2012-09-25,Fall,1,9,0,2,1,1,0.55,78.53,0.544179,0.57,0.236321,845,6693,7538,1536373
635,2012-09-26,Fall,1,9,0,3,1,1,0.635,85.721,0.596613,0.630833,0.2444,787,6946,7733,1544106
636,2012-09-27,Fall,1,9,0,4,1,2,0.65,86.99,0.607975,0.690833,0.134342,751,6642,7393,1551499
637,2012-09-28,Fall,1,9,0,5,1,2,0.619167,84.3815282,0.585863,0.69,0.164179,1045,6370,7415,1558914
638,2012-09-29,Fall,1,9,0,6,0,1,0.5425,77.8955,0.530296,0.542917,0.227604,2589,5966,8555,1567469
639,2012-09-30,Fall,1,9,0,0,0,1,0.526667,76.5560282,0.517663,0.583333,0.134958,2015,4874,6889,1574358
640,2012-10-01,Fall,1,10,0,1,1,2,0.520833,76.0624718,0.512,0.649167,0.0908042,763,6015,6778,1581136
641,2012-10-02,Fall,1,10,0,2,1,3,0.590833,81.9844718,0.542333,0.871667,0.104475,315,4324,4639,1585775
642,2012-10-03,Fall,1,10,0,3,1,2,0.6575,87.6245,0.599133,0.79375,0.0665458,728,6844,7572,1593347
643,2012-10-04,Fall,1,10,0,4,1,2,0.6575,87.6245,0.607975,0.722917,0.117546,891,6437,7328,1600675
644,2012-10-05,Fall,1,10,0,5,1,1,0.615,84.029,0.580187,0.6275,0.10635,1516,6640,8156,1608831
645,2012-10-06,Fall,1,10,0,6,0,1,0.554167,78.8825282,0.538521,0.664167,0.268025,3031,4934,7965,1616796
646,2012-10-07,Fall,1,10,0,0,0,2,0.415833,67.1794718,0.419813,0.708333,0.141162,781,2729,3510,1620306
647,2012-10-08,Fall,1,10,1,1,0,2,0.383333,64.4299718,0.387608,0.709583,0.189679,874,4604,5478,1625784
648,2012-10-09,Fall,1,10,0,2,1,2,0.446667,69.7880282,0.438112,0.761667,0.1903,601,5791,6392,1632176
649,2012-10-10,Fall,1,10,0,3,1,1,0.514167,75.4985282,0.503142,0.630833,0.187821,780,6911,7691,1639867
650,2012-10-11,Fall,1,10,0,4,1,1,0.435,68.801,0.431167,0.463333,0.181596,834,6736,7570,1647437
651,2012-10-12,Fall,1,10,0,5,1,1,0.4375,69.0125,0.433071,0.539167,0.235092,1060,6222,7282,1654719
652,2012-10-13,Fall,1,10,0,6,0,1,0.393333,65.2759718,0.391396,0.494583,0.146142,2252,4857,7109,1661828
653,2012-10-14,Fall,1,10,0,0,0,1,0.521667,76.1330282,0.508204,0.640417,0.278612,2080,4559,6639,1668467
654,2012-10-15,Fall,1,10,0,1,1,2,0.561667,79.5170282,0.53915,0.7075,0.296037,760,5115,5875,1674342
655,2012-10-16,Fall,1,10,0,2,1,1,0.468333,71.6209718,0.460846,0.558333,0.182221,922,6612,7534,1681876
656,2012-10-17,Fall,1,10,0,3,1,1,0.455833,70.5634718,0.450108,0.692917,0.101371,979,6482,7461,1689337
657,2012-10-18,Fall,1,10,0,4,1,2,0.5225,76.2035,0.512625,0.728333,0.236937,1008,6501,7509,1696846
658,2012-10-19,Fall,1,10,0,5,1,2,0.563333,79.6579718,0.537896,0.815,0.134954,753,4671,5424,1702270
659,2012-10-20,Fall,1,10,0,6,0,1,0.484167,72.9605282,0.472842,0.572917,0.117537,2806,5284,8090,1710360
660,2012-10-21,Fall,1,10,0,0,0,1,0.464167,71.2685282,0.456429,0.51,0.166054,2132,4692,6824,1717184
661,2012-10-22,Fall,1,10,0,1,1,1,0.4875,73.2425,0.482942,0.568333,0.0814833,830,6228,7058,1724242
662,2012-10-23,Fall,1,10,0,2,1,1,0.544167,78.0365282,0.530304,0.641667,0.0945458,841,6625,7466,1731708
663,2012-10-24,Fall,1,10,0,3,1,1,0.5875,81.7025,0.558721,0.63625,0.0727792,795,6898,7693,1739401
664,2012-10-25,Fall,1,10,0,4,1,2,0.55,78.53,0.529688,0.800417,0.124375,875,6484,7359,1746760
665,2012-10-26,Fall,1,10,0,5,1,2,0.545833,78.1774718,0.52275,0.807083,0.132467,1182,6262,7444,1754204
666,2012-10-27,Fall,1,10,0,6,0,2,0.53,76.838,0.515133,0.72,0.235692,2643,5209,7852,1762056
667,2012-10-28,Fall,1,10,0,0,0,2,0.4775,72.3965,0.467771,0.694583,0.398008,998,3461,4459,1766515
668,2012-10-29,Fall,1,10,0,1,1,3,0.44,69.224,0.4394,0.88,0.3582,2,20,22,1766537
669,2012-10-30,Fall,1,10,0,2,1,2,0.318182,58.9181972,0.309909,0.825455,0.213009,87,1009,1096,1767633
670,2012-10-31,Fall,1,10,0,3,1,2,0.3575,62.2445,0.3611,0.666667,0.166667,419,5147,5566,1773199
671,2012-11-01,Fall,1,11,0,4,1,2,0.365833,62.9494718,0.369942,0.581667,0.157346,466,5520,5986,1779185
672,2012-11-02,Fall,1,11,0,5,1,1,0.355,62.033,0.356042,0.522083,0.266175,618,5229,5847,1785032
673,2012-11-03,Fall,1,11,0,6,0,2,0.343333,61.0459718,0.323846,0.49125,0.270529,1029,4109,5138,1790170
